incident_id,created_datetime,product,issue_category,issue_description,severity,assigned_team,resolution_time_hrs,reopened_count,sla_breached,day_of_week,hour_of_day,is_weekend,description_length
d808d8c5-19a0-4e83-8c5d-225a5d729ec8,2025-01-21 09:01:17,PSA,Configuration,setup issue,S1,L3 Support,5.6,0,0,Tuesday,9,0,11
a2181e57-2e94-4376-8b93-cb815c7466a1,2025-03-02 01:51:31,PSA,Performance,slow loading,S1,L1 Support,19.0,0,0,Sunday,1,1,12
346a01d0-020a-4324-a4fe-91e24e0ae9d1,2025-03-27 12:05:08,Time Off Plus,Configuration,setup issue,S2,L2 Support,5.0,2,0,Thursday,12,0,11
f9941351-8bf7-4786-97ab-49de99e5329b,2025-05-02 13:11:58,PSA,Access Issue,password reset,S1,L1 Support,6.3,0,0,Friday,13,0,14
2285cf82-50f4-4f3c-b7a5-9ad33309bb9f,2025-08-17 18:49:08,TimeBill Plus,Configuration,setup issue,S1,L3 Support,3.4,0,0,Sunday,18,1,11
3b752095-7b59-43f8-9ac9-8edb1a596067,2025-01-26 23:04:10,Expense Plus,Access Issue,access denied,S1,L1 Support,18.7,0,0,Sunday,23,1,13
8e46f0f1-1b94-4eab-9162-2f5cb85aaff9,2025-10-06 20:58:19,PSA,Configuration,setup issue,S1,L3 Support,1.0,0,0,Monday,20,0,11
f3f8071d-b5b7-4e65-ad50-f724e3fa5e8c,2025-11-05 18:59:54,Time Off Plus,How To,need guidance,S1,L3 Support,17.4,0,0,Wednesday,18,0,13
4f96f823-6315-49ad-b81a-b6dc05722e2b,2025-04-16 23:14:12,PSA,Error,unknown error,S2,L2 Support,4.4,1,0,Wednesday,23,0,13
d45df176-60ec-4d5a-b859-2713ad6dcfb9,2025-07-11 11:46:27,Expense Plus,How To,need guidance,S1,L1 Support,1.0,1,0,Friday,11,0,13
044c4228-b4df-4933-86c8-6b141915fc0c,2025-05-14 06:28:09,Time Off Plus,Access Issue,access denied,S1,L1 Support,4.8,0,0,Wednesday,6,0,13
e1020834-996c-40f4-a614-ed9d456602f7,2025-02-09 09:51:19,TimeBill Plus,Access Issue,login failed,S2,L1 Support,5.0,0,1,Sunday,9,1,12
655754d6-eca1-44e4-a2b4-d1c7132447f1,2025-03-28 07:54:05,TimeBill Plus,Access Issue,password reset,S1,L3 Support,26.9,0,1,Friday,7,0,14
d3a80dce-e74f-4b88-bb5c-f3b2b1b7171f,2025-06-25 16:18:45,Time Off Plus,How To,need guidance,S1,L1 Support,15.0,0,0,Wednesday,16,0,13
f637c3f6-9d11-4c3d-8d55-3fdb7dafea32,2025-12-15 05:55:17,Time Attend Plus,Configuration,wrong configuration,S1,L1 Support,5.5,1,0,Monday,5,0,19
9b94b698-ec35-4ac5-97b9-8dc4322aa185,2025-11-26 09:44:33,TimeBill Plus,How To,need guidance,S1,L1 Support,4.6,0,0,Wednesday,9,0,13
0377a133-ea0b-4cc0-8c59-78b003ead188,2025-07-09 09:14:54,Time Attend Plus,Error,unknown error,S1,L2 Support,9.8,0,0,Wednesday,9,0,13
a7b25c78-888d-4947-8854-6ea904646648,2025-08-22 07:06:37,TimeBill Plus,Access Issue,access denied,S1,L1 Support,8.4,0,0,Friday,7,0,13
760f4e34-a9fe-4992-a940-fa256618dbf3,2025-11-23 13:08:04,Expense Plus,Error,application crash,S3,L1 Support,16.4,1,1,Sunday,13,1,17
2258479b-852b-495d-b449-8b4416038a40,2025-05-27 23:48:56,Time Attend Plus,How To,need guidance,S1,L1 Support,6.5,0,0,Tuesday,23,0,13
cc0ef570-74f6-4ffc-9106-be6d7febd870,2025-08-11 13:10:36,Time Attend Plus,Performance,slow loading,S1,L3 Support,9.6,0,1,Monday,13,0,12
e7cc3a5d-e975-4941-9de3-1ade50bba26d,2025-11-08 19:15:36,TimeBill Plus,Configuration,setup issue,S1,L1 Support,2.2,0,0,Saturday,19,1,11
0c08da3a-3768-4994-aca0-54095f711ccd,2025-02-09 01:46:01,Expense Plus,How To,how to configure,S1,L2 Support,14.6,0,0,Sunday,1,1,16
9bdefaa2-eb5d-4e04-8498-87f193678bd9,2025-12-09 10:51:29,TimeBill Plus,Performance,system lag,S1,L2 Support,5.1,0,0,Tuesday,10,0,10
70f6cf94-28d4-4da0-be0a-e91c482c9fd8,2025-12-13 15:16:32,Time Attend Plus,How To,how to configure,S3,L3 Support,7.0,2,0,Saturday,15,1,16
d1dcbc8d-e9ba-4ec7-a31d-84910f5f7b21,2025-05-05 16:47:44,Time Attend Plus,Configuration,wrong configuration,S1,L1 Support,15.2,0,1,Monday,16,0,19
461dc303-2227-4a44-8e7a-d5c577402bc0,2025-01-25 14:23:32,Time Off Plus,Performance,slow loading,S1,L3 Support,9.9,0,0,Saturday,14,1,12
b9014eb9-683e-4cc0-9935-6be19ae5de21,2025-06-22 12:22:40,TimeBill Plus,Error,application crash,S2,L3 Support,20.9,1,0,Sunday,12,1,17
c885f42e-4104-4ffd-bc08-71dde45db859,2025-06-22 11:51:24,TimeBill Plus,Configuration,setup issue,S2,L3 Support,25.8,0,1,Sunday,11,1,11
4224fb1a-7160-4300-b7a1-6c9fc14a5d03,2025-07-24 18:48:01,Time Off Plus,Performance,slow loading,S1,L1 Support,13.1,0,0,Thursday,18,0,12
eb4dfe8e-ad7c-4324-8843-374b097ffd9f,2025-06-11 20:49:01,TimeBill Plus,Performance,system lag,S1,L3 Support,4.4,1,0,Wednesday,20,0,10
db8cbd90-31ba-4e96-ae9d-32a47ba44ba0,2025-10-01 04:07:36,Time Off Plus,Configuration,setup issue,S2,L1 Support,18.6,1,0,Wednesday,4,0,11
ef4bd0cd-f19c-474f-9277-58dff2ab40ca,2025-04-14 13:15:39,Time Off Plus,Configuration,wrong configuration,S1,L2 Support,5.6,0,0,Monday,13,0,19
b73dbbea-22a6-4cd1-a27f-027259b32aa7,2025-03-16 18:56:35,PSA,Performance,timeout error,S1,L1 Support,13.7,0,0,Sunday,18,1,13
1aed0b4b-895c-4ce3-b9ff-05c4bc0e8249,2025-03-02 00:53:13,PSA,Performance,timeout error,S3,L2 Support,15.7,1,1,Sunday,0,1,13
89cb4080-8d5f-40f7-98bf-148236d3975c,2025-04-16 18:34:28,Time Attend Plus,Access Issue,login failed,S1,L3 Support,4.7,0,0,Wednesday,18,0,12
c6bebd19-8862-49ea-90e9-790c72c2df6f,2025-05-31 19:45:15,Time Off Plus,Access Issue,login failed,S2,L1 Support,3.8,1,0,Saturday,19,1,12
17adb087-3f1a-4ad5-84b0-1ed3aeb35ff4,2025-06-23 07:05:14,TimeBill Plus,Performance,system lag,S1,L1 Support,23.8,0,1,Monday,7,0,10
ca09380e-2b06-4025-904e-0fb0941e8375,2025-03-06 19:39:28,Time Off Plus,Performance,system lag,S1,L3 Support,15.1,0,1,Thursday,19,0,10
ef8d1a85-40af-42d3-867a-eb1e134723df,2025-12-06 23:54:23,Time Off Plus,Configuration,setup issue,S1,L2 Support,5.4,0,0,Saturday,23,1,11
da2d396e-666b-442b-bbea-d3c1a210cb0f,2025-04-03 04:54:35,PSA,Access Issue,login failed,S2,L1 Support,2.3,1,0,Thursday,4,0,12
817bfd0e-c838-440f-a4b8-7f1affd3ee49,2025-12-24 02:56:04,PSA,Configuration,setup issue,S1,L2 Support,9.9,0,0,Wednesday,2,0,11
9a7609f7-86ab-4163-80b3-046118ec7707,2025-03-30 16:00:15,PSA,Error,application crash,S1,L3 Support,5.3,0,0,Sunday,16,1,17
39bacf2e-a33f-4d9e-b5da-107b945144a0,2025-11-24 12:18:48,Time Attend Plus,Access Issue,login failed,S2,L2 Support,13.3,1,1,Monday,12,0,12
1a3ed712-b0a2-4be3-acf1-d5d9a5dfc68a,2025-03-05 13:29:28,PSA,Error,application crash,S1,L1 Support,9.1,1,0,Wednesday,13,0,17
74f07f84-a6f4-468c-a3fa-b0873f740175,2025-08-04 22:19:24,Time Attend Plus,Configuration,wrong configuration,S2,L3 Support,9.7,0,1,Monday,22,0,19
05fc573d-89f8-447c-8775-05dd6a918d2f,2025-03-11 16:04:34,Expense Plus,Access Issue,access denied,S2,L3 Support,4.6,1,1,Tuesday,16,0,13
56044ffe-e92b-4303-bfb5-a096a0128817,2025-05-18 19:23:16,Time Off Plus,Error,page not loading,S2,L1 Support,8.8,1,0,Sunday,19,1,16
5af7542c-9244-42a1-94f2-1230df4eef38,2025-02-22 14:45:51,PSA,Access Issue,password reset,S1,L1 Support,8.7,0,0,Saturday,14,1,14
d701d8d3-6e8a-42e2-808e-0e5186c94b94,2025-03-25 22:22:37,Expense Plus,Performance,timeout error,S2,L3 Support,8.5,0,1,Tuesday,22,0,13
24353875-de4c-42d3-8929-1ac2c7b58858,2025-01-26 15:55:26,Time Off Plus,Configuration,integration failed,S2,L3 Support,7.9,0,1,Sunday,15,1,18
afe6eb07-e9c2-40c6-8fa2-831a90deebe6,2025-11-06 03:57:42,Expense Plus,Performance,slow loading,S2,L2 Support,13.9,0,1,Thursday,3,0,12
2f75a60d-b3cf-4f0f-ad72-0576cd1fa03b,2025-09-18 18:50:33,Expense Plus,Error,unknown error,S1,L2 Support,18.6,0,1,Thursday,18,0,13
e9d954c8-ac28-4ff6-bc68-08b47b67c9fd,2025-01-17 16:03:20,TimeBill Plus,Access Issue,password reset,S1,L2 Support,3.3,0,0,Friday,16,0,14
86f9adf6-a2f9-4052-8e8a-23b80de46ff0,2025-04-09 10:10:11,PSA,How To,how to configure,S1,L1 Support,15.2,0,0,Wednesday,10,0,16
2d225df1-69aa-46a9-84d5-828d50224df8,2025-04-03 10:09:50,PSA,Performance,system lag,S1,L2 Support,13.5,1,0,Thursday,10,0,10
0966928e-dabd-4196-8974-b3c34fe2a43d,2025-08-30 18:02:04,Time Off Plus,Error,unknown error,S1,L2 Support,13.4,0,0,Saturday,18,1,13
bb940387-1d25-475f-bd5f-d005ee7c3f4c,2025-08-27 05:34:06,TimeBill Plus,Configuration,integration failed,S1,L1 Support,29.1,0,0,Wednesday,5,0,18
748fecb6-b619-4969-b0f1-ca21b9c6b2bd,2025-05-26 19:25:07,Time Off Plus,Error,application crash,S1,L2 Support,5.0,0,1,Monday,19,0,17
a99f0138-3a8f-479a-9809-f71e2c4fcdd4,2025-07-30 10:32:58,PSA,Configuration,integration failed,S1,L3 Support,19.5,0,0,Wednesday,10,0,18
5049d152-4832-4f37-9fdc-66579feac58f,2025-02-27 12:01:38,Time Off Plus,How To,usage question,S1,L1 Support,23.1,0,1,Thursday,12,0,14
1469d0a5-9389-40a9-906d-35d2c7847344,2025-10-07 21:46:01,PSA,Configuration,setup issue,S2,L1 Support,17.6,2,0,Tuesday,21,0,11
ffb8489e-7f3f-427e-a322-998ffe6be127,2025-08-05 15:08:44,Time Off Plus,Access Issue,access denied,S1,L3 Support,3.4,0,0,Tuesday,15,0,13
6bee77a2-b2ee-41b3-8e8d-714029e0867b,2025-12-09 21:38:31,Time Attend Plus,Performance,system lag,S1,L1 Support,3.0,0,0,Tuesday,21,0,10
04e34eaa-fe1a-4309-932c-2a3655ccffb3,2025-04-18 05:08:23,PSA,Error,page not loading,S1,L3 Support,17.8,0,0,Friday,5,0,16
206a3510-9ba0-4edc-b0e6-7163ca1d50ff,2025-05-06 10:28:26,PSA,Error,page not loading,S1,L3 Support,28.6,0,1,Tuesday,10,0,16
e4ea3b97-79ae-40f6-8001-8b48c734e710,2025-02-28 13:31:01,PSA,How To,usage question,S1,L3 Support,7.2,0,1,Friday,13,0,14
fed07028-1c02-4cd0-95dd-1ee80d4df171,2025-01-21 03:53:52,Time Attend Plus,How To,usage question,S1,L3 Support,4.3,0,0,Tuesday,3,0,14
8492ce2d-cedc-4fec-aad9-1fa5fabe7247,2025-10-30 08:53:20,Time Off Plus,Performance,timeout error,S1,L2 Support,32.6,0,1,Thursday,8,0,13
6a144d18-f8e0-4143-a548-f9ab0c41bba8,2025-12-14 16:19:14,PSA,Access Issue,password reset,S1,L1 Support,1.1,0,0,Sunday,16,1,14
7ae8ace1-5c71-48b8-9ca4-3beca872d045,2025-08-29 09:27:50,PSA,Configuration,wrong configuration,S1,L2 Support,16.8,0,0,Friday,9,0,19
3e68e94d-bd56-4e07-9aa9-d9d0e2bac24a,2025-04-08 06:22:28,Time Attend Plus,Performance,timeout error,S2,L3 Support,6.2,1,1,Tuesday,6,0,13
7a406f46-68f8-44ec-b8ac-0bbc9287a08f,2025-05-21 23:33:45,Time Off Plus,Access Issue,password reset,S1,L3 Support,6.2,0,0,Wednesday,23,0,14
9e6f9908-34d6-4cb0-9753-afa71dde47ee,2025-08-24 10:11:31,Expense Plus,Error,application crash,S1,L3 Support,8.2,0,0,Sunday,10,1,17
0316f926-be87-4396-a971-b216ebfd5123,2025-12-29 14:04:27,TimeBill Plus,Performance,slow loading,S1,L1 Support,3.0,0,0,Monday,14,0,12
35655eab-a908-4448-b6b0-dad3c3ed4225,2025-12-29 12:06:08,TimeBill Plus,How To,usage question,S1,L2 Support,4.4,0,0,Monday,12,0,14
7055fcf2-f5c4-421c-b966-17b023e76141,2025-09-14 21:34:27,Time Attend Plus,Configuration,setup issue,S2,L2 Support,2.8,1,0,Sunday,21,1,11
fc065a0c-08aa-44b5-8f7f-aaeacc5f67f4,2025-03-17 23:38:16,TimeBill Plus,Performance,timeout error,S2,L1 Support,3.3,1,0,Monday,23,0,13
08416753-c3fd-4208-a5bb-e81047217339,2025-12-23 05:38:33,Time Off Plus,Performance,slow loading,S3,L2 Support,18.2,2,1,Tuesday,5,0,12
8c74b7d1-dcd1-4f45-a847-36cfb2ddebf6,2025-01-11 10:53:53,Time Attend Plus,Performance,slow loading,S2,L1 Support,5.9,1,0,Saturday,10,1,12
a6b2ec9d-6777-4a13-a370-015a3c7996d1,2025-02-16 04:18:35,Time Off Plus,Configuration,wrong configuration,S2,L2 Support,3.6,1,0,Sunday,4,1,19
52ca894a-cf31-456a-ad1a-cba1d8a1ddaf,2025-11-11 22:38:52,Time Off Plus,How To,usage question,S2,L2 Support,20.4,1,0,Tuesday,22,0,14
5f70d9d0-3735-441b-8e55-401867d20bc1,2025-04-10 04:47:18,Expense Plus,Configuration,integration failed,S1,L3 Support,5.4,0,0,Thursday,4,0,18
4c3200ab-5602-49aa-a798-790b4e05dcbe,2025-08-16 17:33:27,Expense Plus,How To,how to configure,S3,L3 Support,22.1,1,1,Saturday,17,1,16
e0907245-1676-4872-8208-30c88d2b2f22,2025-04-23 22:17:04,Expense Plus,Configuration,integration failed,S1,L2 Support,23.6,0,0,Wednesday,22,0,18
80be43ba-c742-482c-89c3-4ba4114c35b1,2025-03-08 15:57:32,PSA,Error,application crash,S2,L2 Support,20.3,0,1,Saturday,15,1,17
08dcbfe7-c748-4e44-bbff-eb5bf554963e,2025-11-07 16:14:14,Expense Plus,Configuration,setup issue,S1,L1 Support,10.3,1,0,Friday,16,0,11
4487e887-1aad-4d09-aef4-2206b7467a7b,2025-09-09 18:56:40,Expense Plus,Performance,timeout error,S1,L1 Support,10.0,0,0,Tuesday,18,0,13
a54718b0-c18e-44a4-9ff2-5e057cdb527a,2025-02-17 14:31:21,Time Attend Plus,Error,page not loading,S1,L2 Support,10.9,0,1,Monday,14,0,16
19ee3451-787f-456a-a6af-07f757c0aee3,2025-06-12 19:18:57,Time Off Plus,How To,how to configure,S1,L3 Support,15.4,0,1,Thursday,19,0,16
cab686fd-0df3-47ed-bbe2-c014666f7954,2025-10-26 19:27:13,Time Attend Plus,Configuration,integration failed,S1,L1 Support,2.4,0,0,Sunday,19,1,18
4f4af29a-1892-4fe8-aa4e-6f57627226eb,2025-11-24 05:41:06,Time Attend Plus,Error,unknown error,S1,L3 Support,8.7,0,0,Monday,5,0,13
67ccbf76-2dfc-49ad-98ee-dcb82d360be0,2025-08-31 11:20:09,Expense Plus,Configuration,wrong configuration,S1,L2 Support,3.1,0,0,Sunday,11,1,19
d58be286-cf93-4145-8e95-407ec318b946,2025-01-11 03:17:41,TimeBill Plus,How To,how to configure,S1,L2 Support,4.5,0,0,Saturday,3,1,16
9b4263f0-24bb-44b6-8237-b39c44a4c34b,2025-08-27 23:15:53,Expense Plus,How To,usage question,S2,L2 Support,5.8,1,0,Wednesday,23,0,14
d22ea836-5944-42f8-be34-c4efc6624aed,2025-09-27 02:42:37,TimeBill Plus,Configuration,wrong configuration,S2,L2 Support,7.4,1,0,Saturday,2,1,19
ce6e7040-d075-473b-af2c-ade552838c8e,2025-05-15 17:27:23,Time Attend Plus,Access Issue,login failed,S1,L1 Support,7.9,0,0,Thursday,17,0,12
8423271c-0c29-44b4-8932-d49ab90fc701,2025-08-31 23:21:15,PSA,Performance,slow loading,S2,L2 Support,14.8,0,1,Sunday,23,1,12
2c9c6b95-629c-4111-a449-27fd81e503cd,2025-05-26 14:00:59,PSA,How To,how to configure,S1,L2 Support,9.6,1,0,Monday,14,0,16
f98c8eee-29c0-4ae3-a7c9-c7f820bab9bf,2025-12-22 23:33:57,TimeBill Plus,How To,how to configure,S3,L2 Support,22.1,1,1,Monday,23,0,16
f687cc30-eb41-422f-8eb3-d4395de0571b,2025-06-23 19:11:33,PSA,Configuration,setup issue,S1,L1 Support,4.4,0,0,Monday,19,0,11
687c3dba-bb3f-418b-9364-a6cfc3b50f19,2025-07-16 19:40:14,Expense Plus,Access Issue,login failed,S1,L1 Support,8.0,1,0,Wednesday,19,0,12
f1bd8dcf-020e-4e83-991f-ed32dfdf50c5,2025-10-02 05:16:08,Expense Plus,Configuration,setup issue,S1,L1 Support,6.7,0,0,Thursday,5,0,11
647709ed-0547-419d-b57c-0a5e0f4d0c09,2025-09-08 06:10:41,Expense Plus,Access Issue,access denied,S1,L2 Support,13.6,1,0,Monday,6,0,13
0e26b80e-fdd0-4651-a801-12d533534aba,2025-11-16 08:19:24,Time Off Plus,Error,application crash,S1,L3 Support,24.8,0,0,Sunday,8,1,17
3e1ea161-1d21-4991-b145-b4139bed97ac,2025-07-13 18:07:58,PSA,Access Issue,login failed,S1,L1 Support,12.8,0,0,Sunday,18,1,12
9a5dd2b3-7997-4355-ac2b-442a1e257377,2026-01-04 08:23:34,Time Attend Plus,Error,page not loading,S3,L2 Support,5.7,3,0,Sunday,8,1,16
c3f2226a-9b00-4971-9dd3-90e9dbdb0ec3,2025-02-09 16:49:36,Time Off Plus,Performance,slow loading,S2,L3 Support,16.6,1,0,Sunday,16,1,12
9593e294-d3a9-4924-a048-35cea5836069,2025-09-24 17:31:26,PSA,Performance,slow loading,S2,L3 Support,10.7,2,0,Wednesday,17,0,12
1b900f8b-82f6-4361-b32a-6e8b327266af,2025-06-04 19:42:04,TimeBill Plus,Access Issue,access denied,S1,L2 Support,35.0,0,1,Wednesday,19,0,13
51c0f601-d197-4394-b393-b085e9704849,2025-07-10 22:03:29,Time Off Plus,Error,application crash,S3,L3 Support,1.0,3,0,Thursday,22,0,17
20d545be-a4ad-457d-b8cd-a03e4768003e,2025-10-19 15:30:04,TimeBill Plus,How To,how to configure,S1,L2 Support,12.1,0,0,Sunday,15,1,16
f67b0a41-49a8-4fa7-aaac-d7ec37b6281b,2025-06-02 16:20:27,Expense Plus,How To,usage question,S3,L2 Support,25.6,2,1,Monday,16,0,14
655d7220-8706-4715-8101-672252592757,2025-03-02 12:06:43,PSA,Configuration,wrong configuration,S3,L3 Support,4.6,2,0,Sunday,12,1,19
36e552d9-d5ac-4636-ad94-5327f6f25b14,2025-10-13 03:29:13,Time Attend Plus,Configuration,integration failed,S2,L2 Support,3.9,1,0,Monday,3,0,18
9f71e8b7-feaa-432e-8be8-b05b75cb7d33,2025-08-31 05:35:11,PSA,Configuration,integration failed,S1,L1 Support,9.6,0,0,Sunday,5,1,18
a0723149-a9a1-4351-981d-ff57cf4fdffa,2025-11-20 15:26:51,Time Attend Plus,Access Issue,password reset,S1,L1 Support,12.7,0,0,Thursday,15,0,14
5f3e1416-3560-4a3b-8a8f-cfafbf6e447c,2025-11-27 09:05:07,Time Attend Plus,Configuration,wrong configuration,S1,L2 Support,4.2,0,1,Thursday,9,0,19
6178e0fc-c855-42e9-bd05-05be8f5525e8,2025-04-24 16:52:12,Time Attend Plus,Error,application crash,S1,L1 Support,7.3,0,0,Thursday,16,0,17
5cea35eb-1856-43bd-a3f7-79eaeb26ffad,2025-01-18 07:56:18,PSA,Error,unknown error,S2,L3 Support,29.8,1,0,Saturday,7,1,13
3040fe72-53d2-43c4-8e31-c74765177c95,2025-06-30 14:53:37,TimeBill Plus,Error,page not loading,S1,L3 Support,6.7,0,0,Monday,14,0,16
8066137f-1bb6-46dd-ba45-e821261a3be7,2025-05-03 20:30:00,Time Attend Plus,Access Issue,login failed,S1,L2 Support,7.0,0,0,Saturday,20,1,12
4908ef44-b897-431d-9340-0b4168440f16,2025-04-27 07:36:17,Time Attend Plus,Performance,timeout error,S1,L3 Support,10.7,0,0,Sunday,7,1,13
bc7cb3a0-5dc2-4c61-9602-307d1c921ef3,2025-09-01 19:18:12,TimeBill Plus,How To,need guidance,S1,L2 Support,7.6,1,0,Monday,19,0,13
abd75bd9-4cb3-4eaf-bc58-4616cb588d51,2025-08-17 11:36:52,Time Off Plus,Performance,system lag,S1,L2 Support,2.9,0,0,Sunday,11,1,10
b7c96dd9-508f-46c3-979b-458999dbc0ca,2025-02-14 11:21:14,Time Attend Plus,Configuration,integration failed,S1,L3 Support,3.9,0,0,Friday,11,0,18
e7e54a7c-25ec-418e-ac98-59302ed3a3f6,2025-06-09 22:13:32,Time Attend Plus,Error,page not loading,S2,L2 Support,10.8,0,1,Monday,22,0,16
bd8751e4-608b-4ee9-8a7b-3ab4206a646f,2025-11-30 06:19:42,Expense Plus,Performance,slow loading,S2,L2 Support,18.7,0,1,Sunday,6,1,12
d7cdc143-7dcb-4a65-8617-3b19bc94040d,2025-05-06 07:28:25,Expense Plus,Configuration,wrong configuration,S1,L1 Support,17.5,0,1,Tuesday,7,0,19
0a9ea828-4144-413c-8d73-df683866d346,2025-04-28 22:48:56,Time Off Plus,How To,how to configure,S2,L3 Support,12.2,1,0,Monday,22,0,16
1799833e-30ed-462a-92dc-6f73047db23b,2025-10-25 11:22:51,PSA,Access Issue,login failed,S1,L1 Support,6.7,0,0,Saturday,11,1,12
253e9f1e-c746-44b5-8193-071f320e4615,2025-04-04 19:18:43,Time Off Plus,Error,application crash,S1,L1 Support,14.1,0,1,Friday,19,0,17
fca840f1-8dc9-4024-a905-b968a902d90a,2025-11-26 15:11:31,PSA,Access Issue,access denied,S1,L3 Support,10.3,0,0,Wednesday,15,0,13
47fcd250-c406-4eab-a91e-471a80529489,2025-03-01 20:40:23,TimeBill Plus,How To,need guidance,S2,L3 Support,7.4,1,0,Saturday,20,1,13
f73187fa-ef8e-4617-b149-a12b20ed6630,2025-07-30 02:07:57,PSA,How To,how to configure,S3,L1 Support,2.6,2,0,Wednesday,2,0,16
95ab8842-9eed-4d0d-bd4c-d2be826c93eb,2025-05-31 11:17:05,TimeBill Plus,Error,unknown error,S2,L1 Support,16.9,1,0,Saturday,11,1,13
